"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2022-06-18,"09:07:00","X4","TX",29.6
2022-06-18,"22:00:00","X4","TN",23.4
2022-06-18,NA,"X4","HRM",63
2022-06-18,"19:36:00","X4","HRX",95
2022-06-18,"01:04:00","X4","HRN",32
2022-06-18,NA,"X4","PM",1012.6
2022-06-18,"08:00:00","X4","PX",1014.3
2022-06-18,"23:50:00","X4","PN",1010
2022-06-18,NA,"X4","PPT",0
2022-06-18,NA,"X4","RS24h",28
2022-06-18,NA,"X4","VVM10",2.5
2022-06-18,NA,"X4","DVM10",83
2022-06-18,"05:19:00","X4","VVX10",6.9
2022-06-18,"05:19:00","X4","DVVX10",87
2022-06-18,NA,"X8","TM",26.8
2022-06-18,"09:39:00","X8","TX",31.5
2022-06-18,"22:41:00","X8","TN",23.1
2022-06-18,NA,"X8","HRM",59
2022-06-18,"22:01:00","X8","HRX",94
2022-06-18,"10:05:00","X8","HRN",38
2022-06-18,NA,"X8","PM",1006.9
2022-06-18,"08:01:00","X8","PX",1008.6
2022-06-18,"23:45:00","X8","PN",1004.4
2022-06-18,NA,"X8","PPT",0
2022-06-18,NA,"X8","RS24h",28.2
2022-06-18,NA,"X8","VVM10",2.5
2022-06-18,NA,"X8","DVM10",79
2022-06-18,"07:14:00","X8","VVX10",7.1
2022-06-18,"07:14:00","X8","DVVX10",80
2022-06-19,NA,"D5","TM",24.2
2022-06-19,"12:53:00","D5","TX",29.9
2022-06-19,"02:46:00","D5","TN",20.1
2022-06-19,NA,"D5","HRM",79
2022-06-19,"05:30:00","D5","HRX",100
2022-06-19,"12:44:00","D5","HRN",56
2022-06-19,NA,"D5","PM",965.5
2022-06-19,"00:23:00","D5","PX",967.1
2022-06-19,"19:10:00","D5","PN",964
2022-06-19,NA,"D5","PPT",0
2022-06-19,NA,"D5","RS24h",26.5
2022-06-19,NA,"D5","VVM10",4
2022-06-19,NA,"D5","DVM10",71
2022-06-19,"20:25:00","D5","VVX10",9.8
2022-06-19,"20:25:00","D5","DVVX10",76
2022-06-19,NA,"X2","TM",25.4
2022-06-19,"14:11:00","X2","TX",27.8
2022-06-19,"02:33:00","X2","TN",23.1
2022-06-19,NA,"X2","HRM",78
2022-06-19,"04:30:00","X2","HRX",87
2022-06-19,"17:00:00","X2","HRN",71
2022-06-19,NA,"X4","TM",25.5
2022-06-19,"12:57:00","X4","TX",27.5
2022-06-19,"03:50:00","X4","TN",23.4
2022-06-19,NA,"X4","HRM",76
2022-06-19,"03:43:00","X4","HRX",93
2022-06-19,"07:47:00","X4","HRN",66
2022-06-19,NA,"X4","PM",1008.2
2022-06-19,"00:00:00","X4","PX",1010.4
2022-06-19,"19:12:00","X4","PN",1006.6
2022-06-19,NA,"X4","PPT",0
2022-06-19,NA,"X4","RS24h",27
2022-06-19,NA,"X4","VVM10",3.2
2022-06-19,NA,"X4","DVM10",78
2022-06-19,"18:00:00","X4","VVX10",8.4
2022-06-19,"18:00:00","X4","DVVX10",83
2022-06-19,NA,"X8","TM",25.7
2022-06-19,"10:14:00","X8","TX",29.5
2022-06-19,"02:25:00","X8","TN",22.6
2022-06-19,NA,"X8","HRM",76
2022-06-19,"00:48:00","X8","HRX",96
2022-06-19,"08:04:00","X8","HRN",58
2022-06-19,NA,"X8","PM",1002.7
2022-06-19,"00:35:00","X8","PX",1004.5
2022-06-19,"19:03:00","X8","PN",1001.1
2022-06-19,NA,"X8","PPT",0
2022-06-19,NA,"X8","RS24h",27.5
2022-06-19,NA,"X8","VVM10",3.1
2022-06-19,NA,"X8","DVM10",76
2022-06-19,"10:58:00","X8","VVX10",8.3
2022-06-19,"10:58:00","X8","DVVX10",96
2022-06-20,NA,"D5","TM",23.9
2022-06-20,"14:29:00","D5","TX",29.3
2022-06-20,"02:51:00","D5","TN",20.2
2022-06-20,NA,"D5","HRM",76
2022-06-20,"22:33:00","D5","HRX",98
2022-06-20,"14:30:00","D5","HRN",56
2022-06-20,NA,"D5","PM",964.9
2022-06-20,"22:39:00","D5","PX",966.5
2022-06-20,"05:06:00","D5","PN",963.6
2022-06-20,NA,"D5","PPT",0
2022-06-20,NA,"D5","RS24h",19.9
2022-06-20,NA,"D5","VVM10",2.4
2022-06-20,NA,"D5","DVM10",190
2022-06-20,"23:43:00","D5","VVX10",7.7
2022-06-20,"23:43:00","D5","DVVX10",242
2022-06-20,NA,"X2","TM",25.1
2022-06-20,"14:09:00","X2","TX",28.4
2022-06-20,"05:16:00","X2","TN",22.8
2022-06-20,NA,"X2","HRM",79
2022-06-20,"21:45:00","X2","HRX",91
2022-06-20,"13:38:00","X2","HRN",68
2022-06-20,NA,"X4","TM",25.6
2022-06-20,"13:49:00","X4","TX",28.4
2022-06-20,"04:30:00","X4","TN",23.6
2022-06-20,NA,"X4","HRM",71
2022-06-20,"22:33:00","X4","HRX",81
2022-06-20,"07:36:00","X4","HRN",58
2022-06-20,NA,"X4","PM",1007.6
2022-06-20,"23:09:00","X4","PX",1009.2
2022-06-20,"05:15:00","X4","PN",1006.4
2022-06-20,NA,"X4","PPT",0
2022-06-20,NA,"X4","RS24h",24.9
2022-06-20,NA,"X4","VVM10",1.9
2022-06-20,NA,"X4","DVM10",123
2022-06-20,"12:33:00","X4","VVX10",6.6
2022-06-20,"12:33:00","X4","DVVX10",155
2022-06-20,NA,"X8","TM",25.9
2022-06-20,"14:26:00","X8","TX",30.1
2022-06-20,"04:23:00","X8","TN",22.2
2022-06-20,NA,"X8","HRM",73
2022-06-20,"22:47:00","X8","HRX",94
2022-06-20,"14:26:00","X8","HRN",56
2022-06-20,NA,"X8","PM",1002
2022-06-20,"23:13:00","X8","PX",1003.8
2022-06-20,"05:11:00","X8","PN",1000.9
2022-06-20,NA,"X8","PPT",0
2022-06-20,NA,"X8","RS24h",22.8
2022-06-20,NA,"X8","VVM10",1.6
2022-06-20,NA,"X8","DVM10",157
2022-06-20,"12:49:00","X8","VVX10",6.2
2022-06-20,"12:49:00","X8","DVVX10",182
2022-06-21,NA,"D5","TM",24
2022-06-21,"13:26:00","D5","TX",32.5
2022-06-21,"23:34:00","D5","TN",18.7
2022-06-21,NA,"D5","HRM",70
2022-06-21,"23:32:00","D5","HRX",100
2022-06-21,"13:19:00","D5","HRN",35
2022-06-21,NA,"D5","PM",964.4
2022-06-21,"23:12:00","D5","PX",967.4
2022-06-21,"02:49:00","D5","PN",962.7
2022-06-21,NA,"D5","PPT",8.2
2022-06-21,NA,"D5","RS24h",13.9
2022-06-21,NA,"D5","VVM10",3.9
2022-06-21,NA,"D5","DVM10",282
2022-06-21,"22:23:00","D5","VVX10",12.8
2022-06-21,"22:23:00","D5","DVVX10",323
2022-06-21,NA,"X2","TM",25.4
2022-06-21,"13:02:00","X2","TX",29.8
2022-06-21,"23:40:00","X2","TN",21.3
2022-06-21,NA,"X2","HRM",77
2022-06-21,"23:45:00","X2","HRX",93
2022-06-21,"12:23:00","X2","HRN",55
2022-06-21,NA,"X4","TM",26.1
2022-06-21,"12:47:00","X4","TX",30.5
2022-06-21,"23:32:00","X4","TN",21.5
2022-06-21,NA,"X4","HRM",69
2022-06-21,"23:30:00","X4","HRX",97
2022-06-21,"13:03:00","X4","HRN",42
2022-06-21,NA,"X4","PM",1006.9
2022-06-21,"23:12:00","X4","PX",1010.5
2022-06-21,"02:58:00","X4","PN",1005.3
2022-06-21,NA,"X4","PPT",4.5
2022-06-21,NA,"X4","RS24h",14
2022-06-21,NA,"X4","VVM10",2
2022-06-21,NA,"X4","DVM10",218
2022-06-21,"22:43:00","X4","VVX10",14.4
2022-06-21,"22:43:00","X4","DVVX10",321
2022-06-21,NA,"X8","TM",25.7
2022-06-21,"13:11:00","X8","TX",32.4
2022-06-21,"23:30:00","X8","TN",20.1
2022-06-21,NA,"X8","HRM",72
2022-06-21,"23:30:00","X8","HRX",100
2022-06-21,"12:44:00","X8","HRN",38
2022-06-21,NA,"X8","PM",1001.4
2022-06-21,"22:32:00","X8","PX",1006.2
2022-06-21,"18:56:00","X8","PN",999.9
2022-06-21,NA,"X8","PPT",5.9
2022-06-21,NA,"X8","RS24h",13.4
2022-06-21,NA,"X8","VVM10",1.8
2022-06-21,NA,"X8","DVM10",221
2022-06-21,"22:37:00","X8","VVX10",9.2
2022-06-21,"22:37:00","X8","DVVX10",314
2022-06-22,NA,"D5","TM",22.2
2022-06-22,"15:52:00","D5","TX",26.9
2022-06-22,"00:01:00","D5","TN",18.7
2022-06-22,NA,"D5","HRM",83
2022-06-22,"23:30:00","D5","HRX",100
2022-06-22,"16:51:00","D5","HRN",66
2022-06-22,NA,"D5","PM",963.6
2022-06-22,"00:01:00","D5","PX",965.2
2022-06-22,"03:06:00","D5","PN",961.5
2022-06-22,NA,"D5","PPT",1.3
2022-06-22,NA,"D5","RS24h",18.7
2022-06-22,NA,"D5","VVM10",3.4
2022-06-22,NA,"D5","DVM10",201
2022-06-22,"02:39:00","D5","VVX10",10.7
2022-06-22,"02:39:00","D5","DVVX10",27
2022-06-22,NA,"X2","TM",23.8
2022-06-22,"16:37:00","X2","TX",29
2022-06-22,"04:50:00","X2","TN",20.7
2022-06-22,NA,"X2","HRM",82
2022-06-22,"01:32:00","X2","HRX",94
2022-06-22,"16:20:00","X2","HRN",62
2022-06-22,NA,"X4","TM",24.5
2022-06-22,"16:49:00","X4","TX",28.5
2022-06-22,"00:04:00","X4","TN",21.8
2022-06-22,NA,"X4","HRM",74
2022-06-22,"00:12:00","X4","HRX",91
2022-06-22,"16:48:00","X4","HRN",58
2022-06-22,NA,"X4","PM",1006.4
2022-06-22,"00:04:00","X4","PX",1008.2
2022-06-22,"03:13:00","X4","PN",1004.2
2022-06-22,NA,"X4","PPT",0.9
2022-06-22,NA,"X4","RS24h",22.1
2022-06-22,NA,"X4","VVM10",2.1
2022-06-22,NA,"X4","DVM10",155
2022-06-22,"15:57:00","X4","VVX10",7.7
2022-06-22,"15:57:00","X4","DVVX10",222
2022-06-22,NA,"X8","TM",23.9
2022-06-22,"15:47:00","X8","TX",29.1
2022-06-22,"04:40:00","X8","TN",19.8
2022-06-22,NA,"X8","HRM",85
2022-06-22,"20:30:00","X8","HRX",100
2022-06-22,"16:40:00","X8","HRN",64
2022-06-22,NA,"X8","PM",1000.8
2022-06-22,"00:01:00","X8","PX",1002.7
2022-06-22,"03:16:00","X8","PN",998.7
2022-06-22,NA,"X8","PPT",1.5
2022-06-22,NA,"X8","RS24h",21.5
2022-06-22,NA,"X8","VVM10",1.9
2022-06-22,NA,"X8","DVM10",231
2022-06-22,"16:02:00","X8","VVX10",7.7
2022-06-22,"16:02:00","X8","DVVX10",208
2022-06-23,NA,"D5","TM",22.9
2022-06-23,"13:31:00","D5","TX",28.7
2022-06-23,"03:04:00","D5","TN",19.4
2022-06-23,NA,"D5","HRM",74
2022-06-23,"06:00:00","D5","HRX",100
2022-06-23,"20:03:00","D5","HRN",42
2022-06-23,NA,"D5","PM",964.8
2022-06-23,"21:20:00","D5","PX",965.8
2022-06-23,"02:41:00","D5","PN",963.4
2022-06-23,NA,"D5","PPT",0
2022-06-23,NA,"D5","RS24h",28.2
2022-06-23,NA,"D5","VVM10",4.2
2022-06-23,NA,"D5","DVM10",218
2022-06-23,"19:57:00","D5","VVX10",9.7
2022-06-23,"19:57:00","D5","DVVX10",266
2022-06-23,NA,"X2","TM",25.4
2022-06-23,"15:42:00","X2","TX",28.6
2022-06-23,"04:30:00","X2","TN",22.6
2022-06-23,NA,"X2","HRM",70
2022-06-23,"02:30:00","X2","HRX",88
2022-06-23,"17:56:00","X2","HRN",48
2022-06-23,NA,"X4","TM",25.5
2022-06-23,"14:49:00","X4","TX",28.9
2022-06-23,"03:31:00","X4","TN",23.2
2022-06-23,NA,"X4","HRM",65
2022-06-23,"01:11:00","X4","HRX",91
2022-06-23,"17:55:00","X4","HRN",45
2022-06-23,NA,"X4","PM",1007.7
2022-06-23,"21:00:00","X4","PX",1008.8
2022-06-23,"02:38:00","X4","PN",1006.2
2022-06-23,NA,"X4","PPT",0
2022-06-23,NA,"X4","RS24h",28.5
2022-06-23,NA,"X4","VVM10",2.6
2022-06-23,NA,"X4","DVM10",218
2022-06-23,"15:52:00","X4","VVX10",9.2
2022-06-23,"15:52:00","X4","DVVX10",233
2022-06-23,NA,"X8","TM",25
2022-06-23,"14:39:00","X8","TX",29.5
2022-06-23,"03:01:00","X8","TN",21.7
2022-06-23,NA,"X8","HRM",71
2022-06-23,"03:00:00","X8","HRX",100
2022-06-23,"14:17:00","X8","HRN",47
2022-06-23,NA,"X8","PM",1002.2
2022-06-23,"22:00:00","X8","PX",1003.1
2022-06-23,"02:35:00","X8","PN",1000.7
2022-06-23,NA,"X8","PPT",0
2022-06-23,NA,"X8","RS24h",26.4
2022-06-23,NA,"X8","VVM10",2.4
2022-06-23,NA,"X8","DVM10",215
2022-06-23,"17:41:00","X8","VVX10",8.2
2022-06-23,"17:41:00","X8","DVVX10",227
2022-06-24,NA,"D5","TM",23.1
2022-06-24,"11:49:00","D5","TX",30.4
2022-06-24,"23:58:00","D5","TN",18.6
2022-06-24,NA,"D5","HRM",64
2022-06-24,"23:37:00","D5","HRX",98
2022-06-24,"11:01:00","D5","HRN",28
2022-06-24,NA,"D5","PM",965.8
2022-06-24,"21:30:00","D5","PX",967.7
2022-06-24,"01:55:00","D5","PN",964.6
2022-06-24,NA,"D5","PPT",0
2022-06-24,NA,"D5","RS24h",30.1
2022-06-24,NA,"D5","VVM10",3.6
2022-06-24,NA,"D5","DVM10",315
2022-06-24,"13:32:00","D5","VVX10",10.8
2022-06-24,"13:32:00","D5","DVVX10",200
2022-06-24,NA,"X2","TM",24.8
2022-06-24,"14:55:00","X2","TX",30.6
2022-06-24,"05:07:00","X2","TN",20.9
2022-06-24,NA,"X2","HRM",64
2022-06-24,"20:28:00","X2","HRX",81
2022-06-24,"14:48:00","X2","HRN",30
2022-06-24,NA,"X4","TM",25.6
2022-06-24,"14:54:00","X4","TX",30.9
2022-06-24,"23:30:00","X4","TN",22.4
2022-06-24,NA,"X4","HRM",57
2022-06-24,"20:28:00","X4","HRX",81
2022-06-24,"15:09:00","X4","HRN",26
2022-06-24,NA,"X4","PM",1008.8
2022-06-24,"21:30:00","X4","PX",1011
2022-06-24,"02:44:00","X4","PN",1007.6
2022-06-24,NA,"X4","PPT",0
2022-06-24,NA,"X4","RS24h",30.3
2022-06-24,NA,"X4","VVM10",2.7
2022-06-24,NA,"X4","DVM10",80
2022-06-24,"17:15:00","X4","VVX10",9.5
2022-06-24,"17:15:00","X4","DVVX10",100
2022-06-24,NA,"X8","TM",25
2022-06-24,"11:18:00","X8","TX",31.5
2022-06-24,"03:55:00","X8","TN",20.3
2022-06-24,NA,"X8","HRM",63
2022-06-24,"03:34:00","X8","HRX",95
2022-06-24,"15:01:00","X8","HRN",26
2022-06-24,NA,"X8","PM",1003.2
2022-06-24,"21:37:00","X8","PX",1005.4
2022-06-24,"02:36:00","X8","PN",1002.1
2022-06-24,NA,"X8","PPT",0
2022-06-24,NA,"X8","RS24h",30.1
2022-06-24,NA,"X8","VVM10",2.6
2022-06-24,NA,"X8","DVM10",7
2022-06-24,"13:34:00","X8","VVX10",10.5
2022-06-24,"13:34:00","X8","DVVX10",173
2022-06-25,NA,"D5","TM",23
2022-06-25,"14:19:00","D5","TX",29.8
2022-06-25,"02:07:00","D5","TN",18
2022-06-25,NA,"D5","HRM",75
2022-06-25,"23:30:00","D5","HRX",100
2022-06-25,"14:42:00","D5","HRN",38
2022-06-25,NA,"D5","PM",965.2
2022-06-25,"01:00:00","D5","PX",966.8
2022-06-25,"18:19:00","D5","PN",963.5
2022-06-25,NA,"D5","PPT",0
2022-06-25,NA,"D5","RS24h",30.1
2022-06-25,NA,"D5","VVM10",2.2
2022-06-25,NA,"D5","DVM10",128
2022-06-25,"12:57:00","D5","VVX10",7.7
2022-06-25,"12:57:00","D5","DVVX10",185
2022-06-25,NA,"X2","TM",24.1
2022-06-25,"13:52:00","X2","TX",28.2
2022-06-25,"05:06:00","X2","TN",21
2022-06-25,NA,"X2","HRM",78
2022-06-25,"23:59:00","X2","HRX",93
2022-06-25,"14:22:00","X2","HRN",63
2022-06-25,NA,"X4","TM",24.4
2022-06-25,"17:18:00","X4","TX",27.3
2022-06-25,"04:31:00","X4","TN",21.6
2022-06-25,NA,"X4","HRM",74
2022-06-25,"23:59:00","X4","HRX",98
2022-06-25,"17:13:00","X4","HRN",57
2022-06-25,NA,"X4","PM",1008.1
2022-06-25,"01:13:00","X4","PX",1010.2
2022-06-25,"18:06:00","X4","PN",1006
2022-06-25,NA,"X4","PPT",0
2022-06-25,NA,"X4","RS24h",30.3
2022-06-25,NA,"X4","VVM10",2
2022-06-25,NA,"X4","DVM10",107
2022-06-25,"14:00:00","X4","VVX10",6.4
2022-06-25,"14:00:00","X4","DVVX10",171
2022-06-25,NA,"X8","TM",24.8
2022-06-25,"11:06:00","X8","TX",29.1
2022-06-25,"00:37:00","X8","TN",21
2022-06-25,NA,"X8","HRM",71
2022-06-25,"23:30:00","X8","HRX",100
2022-06-25,"10:15:00","X8","HRN",36
2022-06-25,NA,"X8","PM",1002.6
2022-06-25,"00:54:00","X8","PX",1004.5
2022-06-25,"18:06:00","X8","PN",1000.5
2022-06-25,NA,"X8","PPT",0
2022-06-25,NA,"X8","RS24h",29.3
2022-06-25,NA,"X8","VVM10",1.7
2022-06-25,NA,"X8","DVM10",126
2022-06-25,"15:47:00","X8","VVX10",6.7
2022-06-25,"15:47:00","X8","DVVX10",164
2022-06-26,NA,"D5","TM",22.9
2022-06-26,"13:00:00","D5","TX",28.4
2022-06-26,"23:00:00","D5","TN",19.8
2022-06-26,NA,"D5","HRM",84
2022-06-26,"23:30:00","D5","HRX",100
2022-06-26,"14:18:00","D5","HRN",54
2022-06-26,NA,"D5","PM",964.1
2022-06-26,"23:31:00","D5","PX",965.4
2022-06-26,"17:38:00","D5","PN",962.7
2022-06-26,NA,"D5","PPT",0
2022-06-26,NA,"D5","RS24h",25.2
2022-06-26,NA,"D5","VVM10",2.8
2022-06-26,NA,"D5","DVM10",88
2022-06-26,"08:35:00","D5","VVX10",9.3
2022-06-26,"08:35:00","D5","DVVX10",110
2022-06-26,NA,"X2","TM",24.2
2022-06-26,"16:00:00","X2","TX",26.6
2022-06-26,"03:32:00","X2","TN",22
2022-06-26,NA,"X2","HRM",80
2022-06-26,"00:00:00","X2","HRX",93
2022-06-26,"10:02:00","X2","HRN",70
2022-06-26,NA,"X4","TM",24.3
2022-06-26,"14:23:00","X4","TX",26.4
2022-06-26,"03:44:00","X4","TN",23
2022-06-26,NA,"X4","HRM",79
2022-06-26,"00:03:00","X4","HRX",98
2022-06-26,"10:10:00","X4","HRN",66
2022-06-26,NA,"X4","PM",1006.9
2022-06-26,"23:41:00","X4","PX",1008.5
2022-06-26,"17:31:00","X4","PN",1005.4
2022-06-26,NA,"X4","PPT",0
2022-06-26,NA,"X4","RS24h",27.8
2022-06-26,NA,"X4","VVM10",2.4
2022-06-26,NA,"X4","DVM10",96
2022-06-26,"07:18:00","X4","VVX10",9
2022-06-26,"07:18:00","X4","DVVX10",110
2022-06-26,NA,"X8","TM",24.5
2022-06-26,"15:01:00","X8","TX",27.9
2022-06-26,"22:35:00","X8","TN",22.1
2022-06-26,NA,"X8","HRM",80
2022-06-26,"00:30:00","X8","HRX",100
2022-06-26,"14:41:00","X8","HRN",56
2022-06-26,NA,"X8","PM",1001.3
2022-06-26,"23:33:00","X8","PX",1002.9
2022-06-26,"17:36:00","X8","PN",999.8
2022-06-26,NA,"X8","PPT",0
2022-06-26,NA,"X8","RS24h",27.8
2022-06-26,NA,"X8","VVM10",2.4
2022-06-26,NA,"X8","DVM10",95
2022-06-26,"09:29:00","X8","VVX10",8.5
2022-06-26,"09:29:00","X8","DVVX10",85
2022-06-27,NA,"D5","TM",22.3
2022-06-27,"12:37:00","D5","TX",28.1
2022-06-27,"23:30:00","D5","TN",19
2022-06-27,NA,"D5","HRM",74
2022-06-27,"05:00:00","D5","HRX",100
2022-06-27,"15:30:00","D5","HRN",43
2022-06-27,NA,"D5","PM",967.8
2022-06-27,"20:41:00","D5","PX",971.2
2022-06-27,"03:44:00","D5","PN",964.8
2022-06-27,NA,"D5","PPT",0.9
2022-06-27,NA,"D5","RS24h",15.8
2022-06-27,NA,"D5","VVM10",3.6
2022-06-27,NA,"D5","DVM10",108
2022-06-27,"23:00:00","D5","VVX10",13.3
2022-06-27,"23:00:00","D5","DVVX10",330
2022-06-27,NA,"X2","TM",24.8
2022-06-27,"15:25:00","X2","TX",28.3
2022-06-27,"04:30:00","X2","TN",22.3
2022-06-27,NA,"X2","HRM",68
2022-06-27,"04:16:00","X2","HRX",90
2022-06-27,"15:26:00","X2","HRN",49
2022-06-27,NA,"X4","TM",24.9
2022-06-27,"15:01:00","X4","TX",28
2022-06-27,"04:46:00","X4","TN",22.8
2022-06-27,NA,"X4","HRM",65
2022-06-27,"01:51:00","X4","HRX",95
2022-06-27,"15:01:00","X4","HRN",42
2022-06-27,NA,"X4","PM",1010.8
2022-06-27,"21:01:00","X4","PX",1014
2022-06-27,"03:41:00","X4","PN",1007.7
2022-06-27,NA,"X4","PPT",0
2022-06-27,NA,"X4","RS24h",21.6
2022-06-27,NA,"X4","VVM10",2.4
2022-06-27,NA,"X4","DVM10",129
2022-06-27,"22:34:00","X4","VVX10",9.8
2022-06-27,"22:34:00","X4","DVVX10",6
2022-06-27,NA,"X8","TM",24.7
2022-06-27,"15:46:00","X8","TX",29
2022-06-27,"23:59:00","X8","TN",21.9
2022-06-27,NA,"X8","HRM",67
2022-06-27,"01:51:00","X8","HRX",93
2022-06-27,"15:32:00","X8","HRN",40
2022-06-27,NA,"X8","PM",1005.3
2022-06-27,"21:37:00","X8","PX",1008.6
2022-06-27,"03:42:00","X8","PN",1002.2
2022-06-27,NA,"X8","PPT",0.4
2022-06-27,NA,"X8","RS24h",16.6
2022-06-27,NA,"X8","VVM10",2.4
2022-06-27,NA,"X8","DVM10",167
2022-06-27,"22:42:00","X8","VVX10",11.7
2022-06-27,"22:42:00","X8","DVVX10",334
2022-06-28,NA,"D5","TM",22.7
2022-06-28,"15:39:00","D5","TX",28.8
2022-06-28,"05:02:00","D5","TN",17.3
2022-06-28,NA,"D5","HRM",58
2022-06-28,"05:08:00","D5","HRX",83
2022-06-28,"17:02:00","D5","HRN",39
2022-06-28,NA,"D5","PM",968.9
2022-06-28,"10:16:00","D5","PX",970.3
2022-06-28,"16:37:00","D5","PN",966.5
2022-06-28,NA,"D5","PPT",0
2022-06-28,NA,"D5","RS24h",30.9
2022-06-28,NA,"D5","VVM10",5.8
2022-06-28,NA,"D5","DVM10",285
2022-06-28,"01:25:00","D5","VVX10",12.3
2022-06-28,"01:25:00","D5","DVVX10",343
2022-06-28,NA,"X2","TM",24.8
2022-06-28,"16:00:00","X2","TX",28.9
2022-06-28,"05:31:00","X2","TN",21.2
2022-06-28,NA,"X2","HRM",58
2022-06-28,"23:59:00","X2","HRX",82
2022-06-28,"17:16:00","X2","HRN",44
2022-06-28,NA,"X4","TM",25.3
2022-06-28,"17:16:00","X4","TX",28.7
2022-06-28,"05:17:00","X4","TN",21.5
2022-06-28,NA,"X4","HRM",52
2022-06-28,"23:59:00","X4","HRX",73
2022-06-28,"10:57:00","X4","HRN",40
2022-06-28,NA,"X4","PM",1012
2022-06-28,"07:01:00","X4","PX",1013.6
2022-06-28,"17:00:00","X4","PN",1009.4
2022-06-28,NA,"X4","PPT",0
2022-06-28,NA,"X4","RS24h",29.6
2022-06-28,NA,"X4","VVM10",2.5
2022-06-28,NA,"X4","DVM10",247
2022-06-28,"16:01:00","X4","VVX10",10.4
2022-06-28,"16:01:00","X4","DVVX10",223
2022-06-28,NA,"X8","TM",24.7
2022-06-28,"13:52:00","X8","TX",29.7
2022-06-28,"05:00:00","X8","TN",20
2022-06-28,NA,"X8","HRM",55
2022-06-28,"05:00:00","X8","HRX",72
2022-06-28,"11:31:00","X8","HRN",38
2022-06-28,NA,"X8","PM",1006.5
2022-06-28,"10:09:00","X8","PX",1007.8
2022-06-28,"16:36:00","X8","PN",1003.8
2022-06-28,NA,"X8","PPT",0
2022-06-28,NA,"X8","RS24h",30.1
2022-06-28,NA,"X8","VVM10",3
2022-06-28,NA,"X8","DVM10",268
2022-06-28,"01:46:00","X8","VVX10",11.5
2022-06-28,"01:46:00","X8","DVVX10",334
2022-06-29,NA,"D5","TM",23.1
2022-06-29,"13:55:00","D5","TX",29.1
2022-06-29,"22:01:00","D5","TN",19.7
2022-06-29,NA,"D5","HRM",67
2022-06-29,"20:36:00","D5","HRX",100
2022-06-29,"03:20:00","D5","HRN",45
2022-06-29,NA,"D5","PM",967.1
2022-06-29,"00:00:00","D5","PX",969.8
2022-06-29,"20:06:00","D5","PN",964.6
2022-06-29,NA,"D5","PPT",0
2022-06-29,NA,"D5","RS24h",30.8
2022-06-29,NA,"D5","VVM10",3.8
2022-06-29,NA,"D5","DVM10",228
2022-06-29,"16:08:00","D5","VVX10",10.8
2022-06-29,"16:08:00","D5","DVVX10",213
2022-06-29,NA,"X2","TM",24.3
2022-06-29,"13:57:00","X2","TX",28.8
2022-06-29,"04:34:00","X2","TN",20.4
2022-06-29,NA,"X2","HRM",75
2022-06-29,"02:10:00","X2","HRX",89
2022-06-29,"16:50:00","X2","HRN",60
2022-06-29,NA,"X4","TM",25.1
2022-06-29,"13:59:00","X4","TX",29.1
2022-06-29,"04:44:00","X4","TN",22.1
2022-06-29,NA,"X4","HRM",66
2022-06-29,"20:41:00","X4","HRX",79
2022-06-29,"17:08:00","X4","HRN",51
2022-06-29,NA,"X4","PM",1010.2
2022-06-29,"00:00:00","X4","PX",1012.9
2022-06-29,"19:44:00","X4","PN",1007.5
2022-06-29,NA,"X4","PPT",0
2022-06-29,NA,"X4","RS24h",29.9
2022-06-29,NA,"X4","VVM10",2.2
2022-06-29,NA,"X4","DVM10",210
2022-06-29,"12:55:00","X4","VVX10",9
2022-06-29,"12:55:00","X4","DVVX10",206
2022-06-29,NA,"X8","TM",24.3
2022-06-29,"14:21:00","X8","TX",29.1
2022-06-29,"04:36:00","X8","TN",18.6
2022-06-29,NA,"X8","HRM",69
2022-06-29,"22:07:00","X8","HRX",90
2022-06-29,"14:20:00","X8","HRN",52
2022-06-29,NA,"X8","PM",1004.6
2022-06-29,"00:02:00","X8","PX",1007.3
2022-06-29,"19:46:00","X8","PN",1001.9
2022-06-29,NA,"X8","PPT",0
2022-06-29,NA,"X8","RS24h",30.1
2022-06-29,NA,"X8","VVM10",2.3
2022-06-29,NA,"X8","DVM10",238
2022-06-29,"11:47:00","X8","VVX10",10.3
2022-06-29,"11:47:00","X8","DVVX10",192
2022-06-30,NA,"D5","TM",23.4
2022-06-30,"14:25:00","D5","TX",29.5
2022-06-30,"23:58:00","D5","TN",19.4
2022-06-30,NA,"D5","HRM",63
2022-06-30,"00:30:00","D5","HRX",90
2022-06-30,"14:34:00","D5","HRN",40
2022-06-30,NA,"D5","PM",965.8
2022-06-30,"23:59:00","D5","PX",969.1
2022-06-30,"05:16:00","D5","PN",964.6
2022-06-30,NA,"D5","PPT",0
2022-06-30,NA,"D5","RS24h",27.1
2022-06-30,NA,"D5","VVM10",3.3
2022-06-30,NA,"D5","DVM10",202
2022-06-30,"20:27:00","D5","VVX10",10.3
2022-06-30,"20:27:00","D5","DVVX10",74
2022-06-30,NA,"X2","TM",24.9
2022-06-30,"14:00:00","X2","TX",29.6
2022-06-30,"04:36:00","X2","TN",21.8
2022-06-30,NA,"X2","HRM",69
2022-06-30,"19:11:00","X2","HRX",83
2022-06-30,"14:39:00","X2","HRN",50
